uct_time,launch_name,payloads,rocket_name,rocket_boosters,rocket_height,rocket_diameter,rocket_mass,launchpad_name,launchpad_region,launchpad_geo,landpad_name,landpad_type,landpad_region,landpad_geo,outcome
2017-03-16 06:00:00+00:00,EchoStar 23,"[{'type': 'Satellite', 'mass': 5600, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,,,"(nan, nan)",Success
2017-03-30 22:27:00+00:00,SES-10,"[{'type': 'Satellite', 'mass': 5300, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2017-05-01 11:15:00+00:00,NROL-76,"[{'type': 'Satellite', 'mass': None, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.806944444444444,556404.5416666666,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2017-05-15 23:21:00+00:00,Inmarsat-5 F4,"[{'type': 'Satellite', 'mass': 6070, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,,,"(nan, nan)",Success
2017-06-03 21:07:00+00:00,CRS-11,"[{'type': 'Dragon 1.1', 'mass': 2708, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2017-06-23 19:10:00+00:00,BulgariaSat-1,"[{'type': 'Satellite', 'mass': 3669, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2017-06-25 20:25:00+00:00,Iridium NEXT Mission 2,"[{'type': 'Satellite', 'mass': 9600, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2017-07-05 23:35:00+00:00,Intelsat 35e,"[{'type': 'Satellite', 'mass': 6761, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,,,"(nan, nan)",Success
2017-08-14 16:31:00+00:00,CRS-12,"[{'type': 'Dragon 1.1', 'mass': 3310, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",LZ-1,RTLS,,"(28.485833, -80.544444)",Success
2017-08-24 18:50:00+00:00,FormoSat-5,"[{'type': 'Satellite', 'mass': 5875, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2017-09-07 13:50:00+00:00,Boeing X-37B OTV-5,"[{'type': 'Satellite', 'mass': 4990, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",LZ-1,RTLS,,"(28.485833, -80.544444)",Success
2017-10-09 12:37:00+00:00,Iridium NEXT Mission 3,"[{'type': 'Satellite', 'mass': 9600, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,VAFB SLC 4E,California,"(34.632093, -120.610829)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2017-10-11 22:53:00+00:00,SES-11 / Echostar 105,"[{'type': 'Satellite', 'mass': 5200, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2017-10-30 19:34:00+00:00,KoreaSat 5A,"[{'type': 'Satellite', 'mass': 3700, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2017-12-15 15:36:00+00:00,CRS-13,"[{'type': 'Dragon 1.1', 'mass': 2205, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2017-12-23 01:27:23+00:00,Iridium NEXT Mission 4,"[{'type': 'Satellite', 'mass': 9600, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,Ocean,,"(nan, nan)",Success
2018-01-08 01:00:00+00:00,ZUMA,"[{'type': 'Satellite', 'mass': None, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2018-01-31 21:25:00+00:00,SES-16 / GovSat-1,"[{'type': 'Satellite', 'mass': 4230, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,Ocean,,"(nan, nan)",Success
2018-02-06 20:45:00+00:00,Falcon Heavy Test Flight,"[{'type': 'Satellite', 'mass': 1350, 'orbit': 'HCO'}]",Falcon Heavy,2,70.0,12.2,1420788.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2018-02-22 14:17:00+00:00,Paz / Starlink Demo,"[{'type': 'Satellite', 'mass': 2150, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,,,"(nan, nan)",Success
2018-03-06 05:33:00+00:00,Hispasat 30W-6,"[{'type': 'Satellite', 'mass': 6092, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,"(nan, nan)",Success
2018-03-30 14:13:51+00:00,Iridium NEXT Mission 5,"[{'type': 'Satellite', 'mass': 9600, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,,,"(nan, nan)",Success
2018-04-02 20:30:41+00:00,CRS-14,"[{'type': 'Dragon 1.1', 'mass': 2647, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,"(nan, nan)",Success
2018-04-18 22:51:00+00:00,TESS,"[{'type': 'Satellite', 'mass': 362, 'orbit': 'HEO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2018-05-11 20:14:00+00:00,Bangabandhu-1,"[{'type': 'Satellite', 'mass': 3750, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2018-05-22 19:47:58+00:00,Iridium NEXT Mission 6,"[{'type': 'Satellite', 'mass': 6460, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.806944444444444,556404.5416666666,VAFB SLC 4E,California,"(34.632093, -120.610829)",,,,"(nan, nan)",Success
2018-06-04 04:45:00+00:00,SES-12,"[{'type': 'Satellite', 'mass': 5383.85, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.806944444444444,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,"(nan, nan)",Success
2018-06-29 09:42:00+00:00,CRS-15,"[{'type': 'Dragon 1.1', 'mass': 2410, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.806944444444444,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,"(nan, nan)",Success
2018-07-22 05:50:00+00:00,Telstar 19V,"[{'type': 'Satellite', 'mass': 7076, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2018-07-25 11:39:26+00:00,Iridium NEXT Mission 7,"[{'type': 'Satellite', 'mass': 9600, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2018-08-07 05:18:00+00:00,Merah Putih,"[{'type': 'Satellite', 'mass': 5800, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2018-09-10 04:45:00+00:00,Telstar 18V,"[{'type': 'Satellite', 'mass': 7060, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2018-10-08 02:22:00+00:00,SAOCOM 1A,"[{'type': 'Satellite', 'mass': 2800, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",LZ-4,RTLS,,"(34.632989, -120.615167)",Success
2018-11-15 20:46:00+00:00,Es’hail 2,"[{'type': 'Satellite', 'mass': 5300, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2018-12-03 18:34:00+00:00,SSO-A,"[{'type': 'Satellite', 'mass': 4000, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,VAFB SLC 4E,California,"(34.632093, -120.610829)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2018-12-05 18:16:00+00:00,CRS-16,"[{'type': 'Dragon 1.1', 'mass': 2573, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2018-12-23 13:51:00+00:00,GPS III SV01,"[{'type': 'Satellite', 'mass': 4400, 'orbit': 'MEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,"(nan, nan)",Success
2019-01-11 15:31:00+00:00,Iridium NEXT Mission 8,"[{'type': 'Satellite', 'mass': 9600, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",JRTI,ASDS,,"(28.4104, -80.6188)",Success
2019-02-22 01:45:00+00:00,Nusantara Satu (PSN-6) / S5 / Beresheet,"[{'type': 'Satellite', 'mass': 5645, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2019-03-02 07:45:00+00:00,CCtCap Demo Mission 1,"[{'type': 'Crew Dragon', 'mass': 12259, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2019-04-11 22:35:00+00:00,ArabSat 6A,"[{'type': 'Satellite', 'mass': 6465, 'orbit': 'GTO'}]",Falcon Heavy,2,70.0,12.2,1420788.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2019-05-04 06:48:00+00:00,CRS-17,"[{'type': 'Dragon 1.1', 'mass': 2482, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2019-05-24 02:30:00+00:00,Starlink v0.9,"[{'type': 'Satellite', 'mass': 13620, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2019-06-12 14:17:00+00:00,RADARSAT Constellation,"[{'type': 'Satellite', 'mass': 1425, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.806944444444444,556404.5416666666,VAFB SLC 4E,California,"(34.632093, -120.610829)",LZ-4,RTLS,California,"(34.632989, -120.615167)",Success
2019-06-25 03:30:00+00:00,STP-2,"[{'type': 'Satellite', 'mass': 2841, 'orbit': 'LEO'}]",Falcon Heavy,2,70.0,12.2,556404.5416666666,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2019-07-25 22:01:00+00:00,CRS-18,"[{'type': 'Dragon 1.1', 'mass': 2227.7, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2019-08-06 22:52:00+00:00,Amos-17,"[{'type': 'Satellite', 'mass': 6500, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.806944444444444,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,"(nan, nan)",Success
2019-11-11 14:56:00+00:00,Starlink-1,"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2019-12-05 17:29:23+00:00,CRS-19,"[{'type': 'Dragon 1.1', 'mass': 2617, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2019-12-17 00:10:00+00:00,JCSat 18 / Kacific 1,"[{'type': 'Satellite', 'mass': 6956, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2020-01-07 02:19:00+00:00,Starlink-2,"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.806944444444444,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-01-19 14:00:00+00:00,Crew Dragon In Flight Abort Test,"[{'type': 'Crew Dragon', 'mass': 12050, 'orbit': 'SO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,,,"(nan, nan)",Success
2020-01-29 14:06:00+00:00,Starlink-3,"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.806944444444444,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-02-17 15:05:55+00:00,Starlink-4,"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-03-07 04:50:31+00:00,CRS-20,"[{'type': 'Dragon 1.1', 'mass': 1977, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2020-03-18 12:16:00+00:00,Starlink-5,"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-04-22 19:30:00+00:00,Starlink-6,"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-05-30 19:22:00+00:00,CCtCap Demo Mission 2,"[{'type': 'Crew Dragon', 'mass': 12530, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,556404.5416666666,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-06-04 01:25:00+00:00,Starlink-7,"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2020-06-13 09:21:00+00:00,Starlink-8 & SkySat 16-18,"[{'type': 'Satellite', 'mass': 15410, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-06-30 19:55:00+00:00,GPS III SV03 (Columbus),"[{'type': 'Satellite', 'mass': 4311, 'orbit': 'MEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",JRTI,ASDS,,"(28.4104, -80.6188)",Success
2020-07-20 21:30:00+00:00,ANASIS-II,"[{'type': 'Satellite', 'mass': 5500, 'orbit': 'GEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2020-08-07 05:12:00+00:00,Starlink-9 (v1.0) & BlackSky Global 5-6,"[{'type': 'Satellite', 'mass': 15712, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-08-18 14:31:00+00:00,Starlink-10 (v1.0) & SkySat 19-21,"[{'type': 'Satellite', 'mass': 15440, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-08-30 23:18:00+00:00,"SAOCOM 1B, GNOMES-1, Tyvak-0172","[{'type': 'Satellite', 'mass': 3130, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2020-09-03 12:46:00+00:00,Starlink-11 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-10-06 11:29:00+00:00,Starlink-12 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-10-18 12:25:00+00:00,Starlink-13 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2020-10-24 15:31:00+00:00,Starlink-14 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2020-11-05 23:24:00+00:00,GPS III SV04 (Sacagawea),"[{'type': 'Satellite', 'mass': 3681, 'orbit': 'MEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2020-11-16 00:27:00+00:00,Crew-1,"[{'type': 'Crew Dragon', 'mass': 12500, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,556404.5416666666,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2020-11-21 17:17:00+00:00,Sentinel-6 Michael Freilich,"[{'type': 'Satellite', 'mass': 1192, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",LZ-4,RTLS,California,"(34.632989, -120.615167)",Success
2020-11-25 02:13:00+00:00,Starlink-15 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-12-06 16:17:00+00:00,CRS-21,"[{'type': 'Dragon 2.0', 'mass': 2972, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-12-13 17:30:00+00:00,SXM-7,"[{'type': 'Satellite', 'mass': 7000, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",JRTI,ASDS,,"(28.4104, -80.6188)",Success
2020-12-19 14:00:00+00:00,NROL-108,"[{'type': 'Satellite', 'mass': None, 'orbit': None}]",Falcon 9,0,70.0,3.806944444444444,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",LZ-1,RTLS,,"(28.485833, -80.544444)",Success
2021-01-08 02:15:00+00:00,Turksat 5A,"[{'type': 'Satellite', 'mass': 3500, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-01-20 13:02:00+00:00,Starlink-16 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-01-24 15:00:00+00:00,Transporter-1,"[{'type': 'Satellite', 'mass': 5000, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-02-04 06:19:00+00:00,Starlink-18 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-02-16 03:59:00+00:00,Starlink-19 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-03-04 08:24:00+00:00,Starlink-17 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2021-03-11 08:13:00+00:00,Starlink-20 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-03-14 10:01:00+00:00,Starlink-21 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2021-03-24 08:28:00+00:00,Starlink-22 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-04-07 16:34:00+00:00,Starlink-23 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,556404.5416666666,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-04-23 09:49:00+00:00,Crew-2,"[{'type': 'Crew Dragon', 'mass': None, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-04-29 03:44:00+00:00,Starlink-24 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-05-04 19:01:00+00:00,Starlink-25 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-05-09 06:42:00+00:00,Starlink-27 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2021-05-15 22:54:00+00:00,Starlink-26 (v1.0) + Capella-6 + Tyvak-0130,"[{'type': 'Satellite', 'mass': 13632, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.806944444444444,556404.5416666666,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2021-05-26 18:59:00+00:00,Starlink-28 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",JRTI,ASDS,,"(28.4104, -80.6188)",Success
2021-06-03 17:29:00+00:00,CRS-22 & IROSA,"[{'type': 'Dragon 2.0', 'mass': 3328, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2021-06-06 04:26:00+00:00,SXM-8,"[{'type': 'Satellite', 'mass': 7000, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.806944444444444,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
